CUST_NO,CLIENT_SEGMENT,FULL_NAME,ENTITY_NAME,DOB,SEX,TAX_ID,COMPANY_REG_NO,NZBN,ADDR_1,ADDR_2,ADDR_3,CONTACT_PH_1,CONTACT_PH_2,EMAIL_ADDR,OCCUPATION_CD,EMPLOYER,INCOME_BAND,ONBOARD_DT,KYC_VERIFIED,KYC_LAST_REVIEW,AML_RISK,PEP_IND,PRODUCT_CODES,ACCT_CNT,TOTAL_DEP_BAL,TOTAL_LOAN_BAL,INTERNAL_RISK_GRADE,HOME_BRANCH_CD,E_STATEMENTS,DECEASED_IND,STATUS
00403903,RETAIL,"WHITE, ROBERT",,23-MAY-1958,M,131678287,,,150 PARK PL,,DUNEDIN 9012,021-5653831,,,RETI,AIR NEW ZEALAND,B: 30-70K,25-JAN-2012,N,24-MAR-2022,H,N,INS|SAV,2,42792.21,0.0,4,BR135,N,N,A
00400665,RETAIL,"WILSON, MEI",,13-MAR-2005,F,123048146,,,7/187 QUEEN DR,HENDERSON,AUCKLAND 0612,0222655963,(09) 5995707,,SOFT,COUNTDOWN,C: 70-120K,29-MAY-2001,N,27-JUL-2020,M,N,MTG|TD,2,22822.45,373358.57,5,BR122,Y,N,D
00400252,RETAIL,"WANG, JEN",,09-MAR-1998,F,135329679,,,47 CHURCH TCE,ST CLAIR,DUNEDIN 9012,+64223234721,(03) 4007412,,TRUC,TE WHATU ORA,C: 70-120K,14-SEP-2015,Y,13-NOV-2022,M,N,CHQ|MTG|TD,3,15005.76,708694.65,2,BR126,N,N,A
00401503,RETAIL,"TIPENE, ANAHERA",,13-JUL-1986,F,130632214,,,4/220 MATAI RD,MORNINGTON,DUNEDIN 9011,0218572603,(07) 2595122,,DOCT,AUCKLAND COUNCIL,A: <30K,10-DEC-1989,Y,20-NOV-2024,L,N,INS|SAV,2,9936.6,0.0,1,BR124,N,N,A
00400645,RETAIL,"JOHANSSON, MOHAMMED",,05-AUG-1967,M,114294905,,,7/219 MARINE CRES,,WELLINGTON 6021,0229441559,,MOHAMMED66@XTRA.CO.NZ,PUBL,COUNTDOWN,C: 70-120K,24-SEP-2019,Y,01-JAN-2026,L,N,CHQ|PL,3,28152.41,0.0,6,BR121,Y,N,A
00403541,RETAIL,"SINGH, AMELIA J",,05-APR-1940,F,123332717,,,208 QUEEN TCE,,CHRISTCHURCH 8081,0279609952,(03) 9305378,,ELEC,AIR NEW ZEALAND,D: 120K+,16-OCT-2010,Y,08-NOV-2022,H,Y,INS|MTG|PL,4,3310.29,782522.56,1,BR103,Y,N,A
00401678,RETAIL,"MACLEOD, FIONA",,12-MAY-2000,F,138058793,,,6/101 GREAT NORTH RD,,CHRISTCHURCH 8081,029-7736972,,FIONA20@GMAIL.COM,PUBL,SOUTHERN CROSS FREIGHT LTD,C: 70-120K,18-NOV-2006,Y,15-OCT-2019,L,N,CHQ|PL,3,2487.32,0.0,3,BR104,N,N,D
00400827,RETAIL,"REID, JENNIFER A",,04-SEP-1969,F,125341510,,,78 MANUKA ST,,TAURANGA 3118,+64274146612,(03) 3243612,,ENGI,AIR NEW ZEALAND,B: 30-70K,16-MAR-1998,Y,28-DEC-2021,M,N,SAV,3,333776.6,0.0,3,BR118,N,N,D
00401922,RETAIL,"NGUYEN, ETHAN",,21-JAN-1958,M,139909783,,,82 KOWHAI RD,REMUERA,AUCKLAND 1050,+64212075716,(09) 2724907,ETHAN86@GMAIL.COM,RETA,TE WHATU ORA,A: <30K,11-SEP-2011,Y,23-FEB-2025,L,N,CC|INS|PL,3,11619.98,0.0,5,BR139,N,N,A
00400875,RETAIL,"STEWART, JACK",,14-MAR-2004,M,106923747,,,196 VICTORIA TCE,PAPANUI,CHRISTCHURCH 8053,,(03) 3046600,JACK89@XTRA.CO.NZ,ELEC,HARBOURVIEW AGED CARE LTD,D: 120K+,28-AUG-1996,Y,29-OCT-2019,L,N,CC|INS|MTG|SAV,1,134399.56,503606.74,6,BR112,N,N,D
00401912,RETAIL,"MITCHELL, JUN G",,20-JUN-1959,M,137829040,,,70 ALBERT DR,ONEHUNGA,AUCKLAND 1061,029-5839188,,JUN47@XTRA.CO.NZ,STUD,COUNTDOWN,B: 30-70K,25-OCT-1988,Y,28-APR-2022,L,N,CC|CHQ|TD,1,2218.41,0.0,5,BR160,Y,N,D
00402659,RETAIL,"LI, OLIVER",,03-MAR-2006,M,118485651,,,12/34 CLYDE ST,REMUERA,AUCKLAND 1050,0273061204,(09) 7045111,,CHEF,,B: 30-70K,08-JAN-2010,N,22-JUL-2019,M,N,CHQ|INS|PL,3,5902.01,0.0,1,BR108,N,N,A
00400358,RETAIL,"JOHANSSON, KIRI",,27-JUN-1997,F,108182204,,,94 NIKAU ST,FRANKTON,HAMILTON 3204,0298958579,,KIRI17@HOTMAIL.COM,NURS,,A: <30K,13-MAR-2008,Y,08-JAN-2018,L,N,MTG|PL|TD,2,2199.7,782067.11,2,BR158,Y,N,A
00400967,RETAIL,"FITZGERALD, ARJUN",,14-SEP-1969,M,134120186,,,202 GREAT NORTH DR,ST CLAIR,DUNEDIN 9012,+64272853699,(03) 2429680,ARJUN99@GMAIL.COM,TRUC,KENDRIX ENGINEERING LTD,D: 120K+,20-FEB-2004,Y,26-DEC-2022,M,N,MTG|SAV|TD,3,61089.53,147774.7,1,BR145,Y,N,A
00400859,RETAIL,"WHITE, LUCY J",,14-APR-1973,F,,,,137 KAURI ST,ST CLAIR,DUNEDIN 9012,+64278639606,,LUCY8@HOTMAIL.COM,ACCO,KENDRIX ENGINEERING LTD,B: 30-70K,14-OCT-2012,Y,20-MAR-2026,L,N,MTG|TD,2,17935.6,256401.53,2,BR150,N,N,A
00401975,RETAIL,"HARRIS, OLIVIA M",,22-JUN-2002,F,116432878,,,112 STATION TCE,CHARTWELL,HAMILTON 3210,+64296834953,(07) 3993295,,BUIL,FONTERRA,D: 120K+,24-JUN-2022,Y,19-AUG-2020,M,N,CC|PL|TD,3,1495.7,0.0,4,BR111,Y,N,A
00401697,RETAIL,"NGATA, JACK",,29-MAR-1995,M,133363730,,,165 BEACH DR,,DUNEDIN 9012,021-5121778,,JACK90@HOTMAIL.COM,DOCT,FONTERRA,B: 30-70K,13-MAR-2004,N,24-MAR-2018,M,N,INS|SAV,3,11843.87,0.0,5,BR121,N,N,D
00400609,RETAIL,"CLARKE, CHRISTOPHER",,28-MAR-1978,M,105679758,,,53 SEAVIEW PL,SUMNER,CHRISTCHURCH 8081,0296753912,,,UNEM,KENDRIX ENGINEERING LTD,C: 70-120K,10-FEB-2008,N,02-NOV-2022,H,N,CHQ|MTG|TD,3,6336.75,136133.32,5,BR144,N,N,A
00403611,RETAIL,"PARATA, OLIVER",,28-MAR-1944,M,113850550,,,116 PARK AVE,HALSWELL,CHRISTCHURCH 8025,,(03) 7437801,OLIVER68@GMAIL.COM,ELEC,SOUTHERN CROSS FREIGHT LTD,C: 70-120K,14-SEP-2006,N,13-APR-2018,M,N,INS|PL|SAV,1,31444.51,0.0,6,BR109,N,N,A
00402861,RETAIL,"TE RANGI, EMILY",,15-JAN-2000,F,106278977,,,172 SEAVIEW PL,NEWTOWN,WELLINGTON 6021,021-3393535,,EMILY54@XTRA.CO.NZ,SELF,SPARK,A: <30K,22-DEC-2015,Y,11-DEC-2022,L,N,SAV|TD,4,48482.79,0.0,1,BR128,N,N,A
00404139,SME,,Kowhai Physio Ltd,,,121410752,8555971,,206 RANUI PL,CHARTWELL,HAMILTON 3210,(07) 7775726,,,,,,09-AUG-2013,Y,09-JUL-2018,L,N,MERCH,4,208635.48,0,2,BR109,Y,N,A
00403504,RETAIL,"WANG, NOAH",,16-OCT-1989,M,112690238,,,16 MARINE RD,OTUMOETAI,TAURANGA 3110,022-3875993,,NOAH39@XTRA.CO.NZ,ELEC,SOUTHERN CROSS FREIGHT LTD,B: 30-70K,10-SEP-1992,Y,15-JUL-2024,L,N,CHQ|INS|MTG|SAV,1,46887.11,619404.13,4,BR140,Y,N,A
00403768,RETAIL,"VAN DER BERG, ANTHONY A",,03-NOV-2005,M,121200780,,,2/230 HILL PL,MERIVALE,CHRISTCHURCH 8014,027-8348220,(03) 7965818,ANTHONY71@HOTMAIL.COM,LAWY,FONTERRA,C: 70-120K,24-OCT-2017,Y,17-JAN-2022,L,N,INS,1,10140.16,0.0,2,BR113,Y,N,A
00401542,RETAIL,"HARRIS, AISHA P",,24-NOV-1991,F,,,,115 PARK TCE,MOUNT MAUNGANUI,TAURANGA 3116,+64213385304,(09) 2915277,AISHA32@XTRA.CO.NZ,SALE,HARBOURVIEW AGED CARE LTD,B: 30-70K,10-DEC-2000,Y,12-OCT-2022,L,N,INS|PL,2,10517.9,0.0,4,BR130,Y,N,A
00402858,RETAIL,"JOHANSSON, JUN L",,01-FEB-1981,M,126193572,,,168 NIKAU CRES,FRANKTON,HAMILTON 3204,0291114790,(07) 6939322,JUN30@GMAIL.COM,FARM,AIR NEW ZEALAND,B: 30-70K,02-OCT-2018,Y,28-DEC-2024,L,N,CC|TD,2,5896.42,0.0,1,BR111,N,N,A
00402190,RETAIL,"AHMED, EMILY",,04-AUG-1995,F,101180638,,,70 KERERU PL,CHARTWELL,HAMILTON 3210,0215844200,,,PUBL,AIR NEW ZEALAND,A: <30K,03-JAN-1997,Y,20-FEB-2025,L,N,PL|SAV|TD,2,14003.45,0.0,1,BR145,N,N,A
00400336,RETAIL,"MACLEOD, JESSICA P",,10-SEP-1948,F,,,,1/201 NIKAU CRES,ST CLAIR,DUNEDIN 9012,+64276766175,,,SALE,SOUTHERN CROSS FREIGHT LTD,C: 70-120K,30-AUG-1991,Y,05-OCT-2021,M,N,CHQ|PL,4,11232.49,0.0,4,BR128,N,N,A
00401589,RETAIL,"WHITE, BOB J",,24-FEB-1944,M,139037326,,,47 MATAI RD,,CHRISTCHURCH 8053,,,BOB7@GMAIL.COM,CHEF,AIR NEW ZEALAND,C: 70-120K,17-FEB-1999,Y,02-OCT-2021,M,N,CHQ|PL|SAV,2,3186.33,0.0,6,BR130,N,N,A
00402944,RETAIL,"VAN DER BERG, RICHARD",,29-DEC-1951,M,130635318,,,7/158 KAURI DR,HILLCREST,HAMILTON 3216,027-6703531,(07) 8467557,RICHARD87@GMAIL.COM,ACCO,MINISTRY OF EDUCATION,A: <30K,25-AUG-1991,Y,15-SEP-2019,M,N,INS,2,348.83,0.0,4,BR103,N,N,A
00404605,RETAIL,"AHMED, SAM P",,09-MAY-1944,M,,,,147 CHURCH RD,TAKAPUNA,AUCKLAND 0622,0229804415,,SAM80@HOTMAIL.COM,UNEM,FLETCHER BUILDING,B: 30-70K,15-MAY-1993,Y,02-DEC-2020,M,N,SAV,1,2284.91,0.0,5,BR117,N,N,A
00404533,RETAIL,"SCOTT, RAWIRI",,10-JUN-1949,M,,,,202 VICTORIA DR,KELBURN,WELLINGTON 6012,0276401448,(04) 8653000,,PUBL,FLETCHER BUILDING,A: <30K,27-OCT-2013,Y,12-MAY-2026,L,N,SAV,1,4193.4,704318.99,2,BR150,N,N,A
00401867,RETAIL,"MCDONALD, MELE",,08-AUG-1945,F,,,,11/74 NIKAU TCE,PAPAMOA,TAURANGA 3118,+64227900059,(07) 8827479,,RETI,SELF,B: 30-70K,31-AUG-1994,N,09-MAY-2019,M,N,CHQ|TD,4,3123.32,0.0,5,BR134,Y,N,D
00402770,RETAIL,"KENNEDY, LIAM P",,13-FEB-1999,M,125971209,,,165 RATA PL,HALSWELL,CHRISTCHURCH 8025,+64214393607,(03) 3556359,LIAM81@GMAIL.COM,FARM,COUNTDOWN,A: <30K,24-NOV-1999,Y,21-JUL-2019,L,N,INS|PL,4,31726.95,0.0,4,BR145,Y,N,A
00404189,SME,,NORTHCOTE BAKERY LTD,,,130727715,1558648,,68 STATION TCE,OTUMOETAI,TAURANGA 3110,(07) 2944440,0216732000,,,,,07-MAY-2000,N,23-OCT-2020,L,N,BSAV|EQF|MERCH,2,259948.68,300000,5,BR160,Y,N,A
00401600,RETAIL,"VAN DER BERG, LEILANI A",,24-JUN-1942,F,116565117,,,2/246 RIMU CRES,MORNINGTON,DUNEDIN 9011,0272041786,(03) 9008374,,DOCT,FONTERRA,C: 70-120K,30-MAR-1992,Y,13-JUN-2025,M,N,CC|CHQ|SAV,3,20219.34,0.0,6,BR115,N,Y,C
00402532,RETAIL,"MCDONALD, LUCA",,21-OCT-1978,M,125943521,,,10/203 PARK AVE,ROSLYN,DUNEDIN 9010,,(03) 2712197,,SOFT,AIR NEW ZEALAND,B: 30-70K,29-JAN-2022,Y,04-AUG-2024,L,N,CC|CHQ|MTG,1,25349.92,674771.44,1,BR138,N,N,A
00400846,RETAIL,"FALEOLO, SOPHIE",,29-JUN-1951,F,138594635,,,1/198 CLYDE PL,PAPAMOA,TAURANGA 3118,,(07) 8884117,,SALE,FONTERRA,A: <30K,16-SEP-2020,Y,02-JUL-2025,L,N,INS|MTG|SAV|TD,2,3819.85,412529.02,2,BR146,Y,N,A
00403002,RETAIL,"NGATA, RACHEL J",,05-AUG-1967,F,113096517,,,106 TOTARA RD,KELBURN,WELLINGTON 6012,0227059904,,RACHEL51@GMAIL.COM,TEAC,MINISTRY OF EDUCATION,C: 70-120K,18-MAR-2005,Y,27-JUL-2018,L,N,PL,1,17809.16,0.0,3,BR125,Y,N,A
00403868,RETAIL,"PATEL, CHRIS",,07-SEP-1988,M,,,,6/227 CLYDE DR,FRANKTON,HAMILTON 3204,029-7793392,(07) 4176069,,RETA,SOUTHERN CROSS FREIGHT LTD,D: 120K+,20-FEB-2023,Y,07-MAR-2018,L,N,CHQ|MTG|SAV,4,1820.74,730094.85,4,BR147,Y,N,A
00404214,CORP,,KEA COURIERS LIMITED,,,133207488,7375167,9429606993507,235 RATA RD,MOUNT EDEN,AUCKLAND 1024,(09) 6225982,,,,,,20-MAY-2015,Y,14-JUN-2023,M,N,BCC|BSAV|EQF,6,37265.1,80000,4,BR134,Y,N,A
00400409,RETAIL,"WILSON, XIN",,22-AUG-1947,F,,,,74 NIKAU AVE,OTUMOETAI,TAURANGA 3110,0211967499,(07) 8879228,XIN43@HOTMAIL.COM,UNEM,SOUTHERN CROSS FREIGHT LTD,D: 120K+,18-FEB-2023,Y,17-APR-2023,L,N,CC|INS|TD,3,4057.65,0.0,1,BR137,Y,N,A
00401953,RETAIL,"TIPENE, WIREMU",,18-JAN-1959,M,109877980,,,11/5 STATION RD,HILLCREST,HAMILTON 3216,029-4158164,(07) 2269826,WIREMU83@GMAIL.COM,TRUC,MINISTRY OF EDUCATION,D: 120K+,17-OCT-2011,Y,15-APR-2025,M,N,INS|MTG|SAV,1,7733.06,168027.56,2,BR108,N,N,A
00404180,CORP,,WAITEMATĀ MARINE SERVICES,,,136062383,8654365,,83 VICTORIA RD,ST CLAIR,DUNEDIN 9012,(03) 2613724,0226420117,,,,,28-JUN-2006,N,11-JAN-2023,L,N,EQF,3,129124.56,0,5,BR144,Y,N,A
00402453,RETAIL,"WILSON, AMELIA",,05-SEP-2001,F,124354133,,,148 QUEEN AVE,,AUCKLAND 0612,022-4457347,,AMELIA83@HOTMAIL.COM,ENGI,SELF,C: 70-120K,21-MAR-2005,Y,26-JUN-2021,L,N,CHQ,2,9261.22,0.0,3,BR148,N,N,A
00400987,RETAIL,"TAYLOR, BENJAMIN M",,30-DEC-1958,M,138029574,,,202 KAURI TCE,MOUNT EDEN,AUCKLAND 1024,0293633132,,,ENGI,KENDRIX ENGINEERING LTD,C: 70-120K,07-FEB-2010,Y,03-AUG-2023,M,N,SAV,1,18276.61,0.0,4,BR158,Y,Y,C
00400735,RETAIL,"FALEOLO, JOSH M",,25-DEC-2007,M,130382205,,,96 RANUI CRES,MORNINGTON,DUNEDIN 9011,+64291200138,,JOSH46@GMAIL.COM,BUIL,AIR NEW ZEALAND,D: 120K+,25-APR-1988,Y,27-OCT-2024,H,N,CC|INS|MTG|SAV,1,54814.1,495882.7,2,BR107,N,N,A
00402004,RETAIL,"WHITE, HANNAH",,30-MAY-1946,F,105709674,,,60 GREAT NORTH AVE,OTUMOETAI,TAURANGA 3110,022-6855133,(03) 9166254,,NURS,AUCKLAND COUNCIL,B: 30-70K,13-AUG-1994,N,23-JUN-2022,H,N,MTG|PL,1,841.85,474352.24,3,BR140,N,N,A
00401387,RETAIL,"PARATA, ARJUN",,09-APR-1955,M,123106244,,,241 TOTARA AVE,ST CLAIR,DUNEDIN 9012,021-7714191,,ARJUN80@GMAIL.COM,CHEF,SOUTHERN CROSS FREIGHT LTD,C: 70-120K,29-NOV-2007,Y,18-JUL-2026,L,N,INS,1,5272.11,0.0,1,BR142,N,N,A
00404209,SME,,Riverstone Veterinary Clinic Ltd,,,114918527,4957975,,18 TOTARA ST,PAPAMOA,TAURANGA 3118,(07) 5978085,,,,,,21-FEB-2009,N,26-FEB-2024,L,N,BCC|BCHQ|EQF|TD,5,155166.84,0,5,BR104,Y,N,A
00400110,RETAIL,"PARATA, SARAH",,17-JUN-1997,F,112594245,,,129 KAURI PL,JOHNSONVILLE,WELLINGTON 6037,+64279604936,(04) 4298820,SARAH11@XTRA.CO.NZ,ELEC,FONTERRA,B: 30-70K,05-DEC-2021,N,27-DEC-2025,M,N,SAV,1,3180.76,0.0,6,BR100,N,N,A
00402208,RETAIL,"FITZGERALD, JESSICA",,21-DEC-1997,F,122656063,,,224 KOWHAI PL,PAPANUI,CHRISTCHURCH 8053,021-5380889,(03) 6527858,,UNEM,HARBOURVIEW AGED CARE LTD,B: 30-70K,13-MAY-2025,N,07-JAN-2020,M,N,INS,2,97336.87,0.0,2,BR103,Y,N,A
00402486,RETAIL,"KENNEDY, MELE",,27-DEC-2002,F,107174802,,,12/151 HILL AVE,ST CLAIR,DUNEDIN 9012,,(03) 6595557,,RETA,FLETCHER BUILDING,C: 70-120K,15-JUN-1999,Y,29-APR-2025,L,N,PL|SAV|TD,4,25129.1,0.0,4,BR155,N,N,A
00404576,RETAIL,"TE RANGI, ISLA",,29-FEB-1956,F,,,,15 MARINE PL,REMUERA,AUCKLAND 1050,0276492030,,ISLA24@GMAIL.COM,LAWY,AUCKLAND COUNCIL,B: 30-70K,17-DEC-2003,N,29-SEP-2023,M,N,SAV,1,1786.14,806732.95,3,BR137,Y,N,A
00403753,RETAIL,"O'BRIEN,C ALLUM K",,13-SEP-1993,M,135966759,,,123 HARBOUR ST,MORNINGTON,DUNEDIN 9011,0271680442,,,STUD,SELF,A: <30K,09-JUL-2007,Y,19-JUN-2019,M,N,CC|CHQ|INS,2,88921.72,0.0,5,BR140,N,N,A
00401830,RETAIL,"ROBINSON, SUSAN",,11-JUL-1992,F,109606015,,,115 GREAT NORTH DR,RICCARTON,CHRISTCHURCH 8011,+64224098522,,SUSAN42@XTRA.CO.NZ,UNEM,FONTERRA,C: 70-120K,11-NOV-1990,N,14-MAY-2020,H,N,MTG|SAV,4,7400.61,796143.01,4,BR101,Y,N,A
00401352,RETAIL,"TE RANGI, RACHEL M",,22-MAR-1946,F,121903743,,,214 HARBOUR PL,PAPAMOA,TAURANGA 3118,+64217658740,,RACHEL20@XTRA.CO.NZ,DOCT,SELF,C: 70-120K,08-AUG-1994,Y,26-JAN-2021,L,N,PL,3,1882.01,0.0,3,BR148,Y,N,D
00403161,RETAIL,"HARRIS, NELL",,04-NOV-1942,F,117938822,,,1/54 STATION TCE,FRANKTON,HAMILTON 3204,021-6432851,(07) 8831683,NELL48@HOTMAIL.COM,NURS,AIR NEW ZEALAND,C: 70-120K,26-MAR-2023,N,21-OCT-2019,L,N,CHQ|PL|SAV,1,9288.55,0.0,2,BR112,Y,N,A
00404168,SME,,FERNBIRD SOFTWARE LIMITED,,,122179441,6188293,9429701455762,82 RIMU DR,ROSLYN,DUNEDIN 9010,(03) 3195632,0299290609,,,,,12-FEB-2023,Y,08-MAY-2024,L,N,BCC|MERCH|OD,1,144100.8,1500000,2,BR135,Y,N,A
00400031,RETAIL,"ANDERSON, MATEO",,04-MAR-1978,M,105397681,,,167 ALBERT DR,JOHNSONVILLE,WELLINGTON 6037,+64217226025,,MATEO88@HOTMAIL.COM,FARM,SPARK,B: 30-70K,28-JAN-1999,N,20-JUN-2026,M,N,CC|CHQ|MTG|SAV,2,5238.93,130860.93,3,BR101,Y,N,A
00403547,RETAIL,"JOHANSSON, ANDREW J",,10-AUG-2007,M,113525640,,,106 NIKAU PL,MOUNT MAUNGANUI,TAURANGA 3116,+64222097761,,,LAWY,FLETCHER BUILDING,A: <30K,09-OCT-2023,N,25-AUG-2020,L,Y,CC|MTG,3,8697.09,189208.92,5,BR150,Y,N,A
00402322,RETAIL,"SMITH, MEI",,18-NOV-2005,F,118924001,,,101 RANUI RD,HENDERSON,AUCKLAND 0612,022-3004688,(09) 7722007,,LAWY,AUCKLAND COUNCIL,A: <30K,04-SEP-2019,N,24-NOV-2018,L,N,TD,1,6889.68,0.0,1,BR144,N,N,A
00402704,RETAIL,"FITZGERALD, ZOE",,08-JUN-1953,F,130824184,,,198 TOTARA TCE,,TAURANGA 3116,027-4533558,(07) 5718647,,LAWY,,A: <30K,13-SEP-2021,Y,27-DEC-2019,H,N,CHQ,3,6326.13,0.0,2,BR143,N,N,D
00400590,RETAIL,"ANDERSON, JAMES",,14-DEC-2005,M,135524895,,,20 HILL ST,ROSLYN,DUNEDIN 9010,+64211114313,,JAMES49@GMAIL.COM,ACCO,KENDRIX ENGINEERING LTD,D: 120K+,27-JAN-1998,Y,24-JAN-2019,L,N,CHQ|MTG|TD,4,3334.29,823041.36,1,BR156,N,N,A
00402777,RETAIL,"SCOTT, ARJUN",,21-JUL-1961,M,125422562,,,140 KERERU RD,CHARTWELL,HAMILTON 3210,+64293709219,(07) 5775396,ARJUN22@HOTMAIL.COM,UNEM,FONTERRA,B: 30-70K,28-SEP-2013,N,10-NOV-2022,M,N,CC|INS|TD,2,3914.35,0.0,5,BR135,Y,N,A
00400288,RETAIL,"LI, SINOE J",,25-OCT-1992,M,106020145,,,140 RATA DR,ONEHUNGA,AUCKLAND 1061,0227662516,(09) 5528570,,ACCO,TE WHATU ORA,A: <30K,29-APR-2002,Y,20-OCT-2023,L,N,CC|MTG|SAV,1,2213.41,166942.02,2,BR137,N,N,A
00403833,RETAIL,"ZHANG, REBECCA G",,08-MAY-1964,F,122665561,,,65 POHUTUKAWA RD,MIRAMAR,WELLINGTON 6022,022-9159202,(07) 5173352,,ELEC,AUCKLAND COUNCIL,D: 120K+,26-SEP-2000,Y,12-APR-2021,M,N,CHQ|INS|SAV,4,5918.83,0.0,1,BR139,Y,N,A
00402434,RETAIL,"KENNEDY, KIRI",,13-JUN-1976,F,134627851,,,25 POHUTUKAWA CRES,,AUCKLAND 1011,021-4092345,(07) 9262121,KIRI11@HOTMAIL.COM,PUBL,AUCKLAND COUNCIL,D: 120K+,23-DEC-1992,Y,07-JUN-2021,L,N,CC|CHQ|MTG,2,9465.22,209026.33,5,BR102,Y,N,A
00401350,RETAIL,"JOHANSSON, RUBY M",,29-SEP-1993,F,101362760,,,225 PARK DR,,TAURANGA 3116,0229699699,,,SELF,SOUTHERN CROSS FREIGHT LTD,D: 120K+,13-NOV-2006,Y,02-MAR-2019,L,N,INS,2,9930.26,0.0,6,BR115,Y,N,A
00401208,RETAIL,"CAMPBELL, TANE A",,26-JUL-1971,M,125898424,,,13 RANUI RD,OTUMOETAI,TAURANGA 3110,+64216314193,(07) 8301440,TANE39@HOTMAIL.COM,ENGI,MINISTRY OF EDUCATION,C: 70-120K,28-JUN-2009,Y,28-OCT-2025,L,N,CC|CHQ|SAV,1,42263.24,0.0,3,BR104,N,N,A
00403693,RETAIL,"YOUNG, JOSHUA L",,29-MAR-1978,M,108695004,,,4/174 KAURI AVE,OTUMOETAI,TAURANGA 3110,022-6238566,(07) 4913770,,BUIL,MINISTRY OF EDUCATION,A: <30K,15-APR-2020,Y,09-AUG-2021,H,N,CHQ|PL|TD,2,46954.67,0.0,1,BR110,N,N,A
00403378,RETAIL,"TAYLOR, TEVITA",,09-MAY-1942,M,107627631,,,18 QUEEN AVE,MERIVALE,CHRISTCHURCH 8014,029-8241382,(03) 4012199,,CHEF,SOUTHERN CROSS FREIGHT LTD,B: 30-70K,21-JUL-2004,Y,01-OCT-2025,L,N,CHQ|SAV|TD,3,11199.84,0.0,3,BR143,N,N,A
00404236,SME,,Cascade Irrigation Ltd,,,131165065,6499462,9429207279115,240 PARK AVE,FRANKTON,HAMILTON 3204,(07) 9995676,0297653196,,,,,09-APR-2008,N,26-FEB-2026,H,N,BCHQ|TD,6,73915.62,80000,5,BR154,Y,N,A
00402267,RETAIL,"MCDONALD, EMILY A",,14-FEB-1997,F,119675686,,,72 VICTORIA ST,MOUNT EDEN,AUCKLAND 1024,022-7494617,,EMILY73@XTRA.CO.NZ,CHEF,AUCKLAND COUNCIL,C: 70-120K,09-JAN-2019,Y,10-AUG-2020,M,N,MTG|PL,2,13463.96,309774.8,1,BR149,Y,N,A
00403731,RETAIL,"TE RANGI, GRACE",,16-JAN-1946,F,135531719,,,152 KAURI DR,PONSONBY,AUCKLAND 1011,021-2311298,,GRACE15@GMAIL.COM,TRUC,COUNTDOWN,B: 30-70K,29-MAY-2024,Y,15-FEB-2019,L,N,CC|MTG|PL|SAV,2,3764.29,592890.05,2,BR152,Y,N,A
00404116,CORP,,MOANA DENTAL GROUP LIMITED,,,101102958,8518327,,140 HILL CRES,PONSONBY,AUCKLAND 1011,(09) 6838432,,,,,,14-AUG-2024,N,15-OCT-2020,L,N,EQF,4,101412.96,0,2,BR112,Y,N,A
00400446,RETAIL,"TUILAGI, OLIVER",,15-AUG-1966,M,114729362,,,80 POHUTUKAWA ST,PAPANUI,CHRISTCHURCH 8053,022-2593675,(03) 2124074,OLIVER28@XTRA.CO.NZ,UNEM,HARBOURVIEW AGED CARE LTD,B: 30-70K,24-DEC-2011,N,02-NOV-2025,M,N,CHQ|INS|SAV,1,6107.12,0.0,6,BR110,Y,N,A
00403511,RETAIL,"SMITH, FIONA",,31-JAN-1958,F,,,,215 QUEEN DR,REMUERA,AUCKLAND 1050,+64278919637,(09) 3804693,FIONA45@GMAIL.COM,CHEF,KENDRIX ENGINEERING LTD,A: <30K,29-OCT-2010,Y,02-AUG-2021,L,N,CC|MTG|SAV,4,31117.98,377081.86,3,BR136,Y,N,A
00402030,RETAIL,"FONOTI, HELEN",,06-MAR-1953,F,,,,188 TOTARA PL,HENDERSON,AUCKLAND 0612,027-4233849,(09) 6287403,HELEN78@GMAIL.COM,STUD,KENDRIX ENGINEERING LTD,C: 70-120K,10-AUG-1994,Y,02-SEP-2023,L,N,CHQ|SAV|TD,2,2754.5,0.0,5,BR139,N,N,A
00403233,RETAIL,"WILLIAMS, LOSA",,30-MAY-1955,F,117381540,,,222 MATAI DR,MOUNT MAUNGANUI,TAURANGA 3116,+64227499053,,,BUIL,SELF,B: 30-70K,25-APR-2000,Y,22-AUG-2018,L,N,CC|CHQ|MTG,1,13947.77,563309.33,2,BR117,Y,N,A
00402970,RETAIL,"CHEN, MERE",,24-AUG-1988,F,,,,11/70 QUEEN RD,CHARTWELL,HAMILTON 3210,021-3630705,,MERE51@HOTMAIL.COM,ELEC,SOUTHERN CROSS FREIGHT LTD,A: <30K,01-DEC-2003,Y,14-JUL-2021,M,N,CC|MTG,1,6191.1,178837.72,3,BR105,N,N,A
00403428,RETAIL,"WHITE, ANANYA A",,20-APR-1982,F,122876233,,,123 CLYDE DR,ROSLYN,DUNEDIN 9010,0292582173,(03) 9873153,ANANYA37@XTRA.CO.NZ,RETI,AIR NEW ZEALAND,B: 30-70K,20-FEB-1999,N,16-MAR-2024,M,N,MTG|TD,3,11350.04,182931.07,3,BR141,N,N,A
