customer_id,customer_type,title,first_name,middle_name,last_name,business_name,trading_name,date_of_birth,gender,ird_number,nzbn,email,mobile_phone,landline_phone,street_address,suburb,city,postcode,country,occupation,employer_name,annual_income_nzd,customer_since,kyc_status,aml_risk_rating,pep_flag,num_accounts,products_held,total_deposits_nzd,total_lending_nzd,credit_score,preferred_branch,online_banking_active,marketing_opt_in,customer_status
HB-10114,Individual,Dr,Anthony,,Zhang,,,2006-11-15,M,124-230-787,,anthony.zhang@outlook.com,027 175 6907,,202 Kereru Road,Sumner,Christchurch,8081,NZ,Truck Driver,,240000,1997-04-28,Verified,Low,N,2,Credit Card;KiwiSaver;Savings;Term Deposit,2821.85,3500,526,Christchurch Central,Y,N,Active
HB-10876,Individual,Dr,Helen,Lee,Young,,,1979-05-09,F,126-245-261,,helen.young@xtra.co.nz,022 714 6668,,86 Park Street,Chartwell,Hamilton,3210,NZ,Truck Driver,Self,52000,2023-04-24,Verified,Medium,N,2,Credit Card;Savings,6726.62,3500,864,Hamilton Central,Y,N,Active
HB-10651,Individual,Mr,James,,Williams,,,1946-08-09,M,107-596-421,,james.williams@outlook.com,027 791 5764,03 491 3559,153 Kowhai Terrace,St Clair,Dunedin,9012,NZ,Chef,Countdown,0,2011-11-04,Pending,High,N,2,Everyday;KiwiSaver;Personal Loan;Term Deposit,30883.91,0,892,Dunedin Central,Y,N,Active
HB-10997,Individual,Mr,Mohammed,,Zhang,,,1970-04-08,M,114-900-615,,mohammed.zhang@outlook.com,022 600 9898,07 354 2053,217 Ranui Crescent,Mount Maunganui,Tauranga,3116,NZ,Student,Fletcher Building,35000,2025-03-08,Verified,Medium,N,1,Credit Card;Personal Loan,29932.42,0,857,Tauranga Central,Y,Y,Active
HB-11312,Business,,,,,Moana Dental Group Limited,,,,101-102-958,9429256482958,accounts@moanadentalgroup.co.nz,022 634 5555,09 683 8432,140 Hill Crescent,Ponsonby,Auckland,1011,NZ,,,25000000,2023-06-14,Verified,Medium,N,6,Business Savings;Term Deposit,319236.96,0,,Auckland Business Centre,Y,Y,Active
HB-11015,Individual,Mr,Luca,,McDonald,,,1965-01-21,M,135-061-344,,luca.mcdonald@gmail.com,027 192 8315,03 814 1905,23 Queen Crescent,Roslyn,Dunedin,9010,NZ,Engineer,Spark,35000,2024-01-13,Verified,Medium,N,1,Credit Card;Savings;Term Deposit,13889.15,0,416,Dunedin Central,Y,N,Active
HB-11216,Business,,,,,Silverfern Warehousing Limited,,,,133-851-026,9429965498147,accounts@silverfernwarehous.co.nz,029 868 1581,04 200 1580,"Unit 6, 192 Park Place",Miramar,Wellington,6022,NZ,,,600000,2020-05-18,Verified,Low,N,1,Equipment Finance;Merchant Services,55749.48,50000,,Wellington Business Centre,Y,Y,Active
HB-11163,Business,,,,,Bluebell Cafe Limited,,,,106-419-064,9429755812194,accounts@bluebellcafe.co.nz,022 311 6894,03 239 9069,192 Park Street,Merivale,Christchurch,8014,NZ,,,250000,2021-09-24,Verified,Medium,N,2,Business Credit Card;Business Everyday;Business Savings;Overdraft,267084.84,0,,Christchurch Business Centre,Y,Y,Active
HB-10645,Individual,Dr,Aroha,Lee,Wilson,,,2006-12-12,F,102-549-812,,aroha.wilson@outlook.com,022 297 2166,07 358 7246,29 Kowhai Street,Mount Maunganui,Tauranga,3116,NZ,Electrician,Harbourview Aged Care Ltd,240000,2020-09-01,Pending,Medium,N,2,Credit Card;KiwiSaver;Savings,14781.02,0,887,Tauranga Central,Y,Y,Active
HB-10171,Individual,Mr,Michael,,Young,,,1985-09-05,M,,,michael.young@gmail.com,022 556 9454,07 952 4453,70 Rimu Terrace,Papamoa,Tauranga,3118,NZ,Sales Manager,Spark,35000,2016-08-21,Verified,Low,N,2,Personal Loan,6379.74,0,635,Tauranga Central,Y,N,Active
HB-10227,Individual,Mrs,Losa,Lee,Stewart,,,1970-05-15,F,101-543-664,,losa.stewart@gmail.com,022 158 1579,,13 Ranui Road,Newtown,Wellington,6021,NZ,Builder,Auckland Council,110000,2008-06-06,Pending,Low,N,3,Everyday,5949.05,0,752,Wellington Central,Y,Y,Active
HB-10183,Individual,Dr,Mateo,,MacLeod,,,1965-06-25,M,,,mateo.macleod@outlook.com,022 400 1133,07 405 6416,89 Seaview Drive,Papamoa,Tauranga,3118,NZ,Self-employed,Fonterra,240000,1997-01-31,Verified,Medium,N,1,Home Loan;KiwiSaver;Personal Loan;Term Deposit,18279.73,708641.97,745,Tauranga Central,Y,Y,Active
HB-11130,Individual,Dr,Luca,,Walker,,,1961-05-14,M,120-829-387,,,027 322 2725,,119 Pohutukawa Road,Johnsonville,Wellington,6037,NZ,Teacher,Te Whatu Ora,68000,2014-02-24,Pending,Low,N,4,Savings;Term Deposit,22607.27,0,794,Wellington Central,N,Y,Dormant
HB-10674,Individual,Mr,Stephen,Michael,Williams,,,1974-02-25,M,109-443-716,,stephen.williams@gmail.com,029 953 7987,,188 Matai Drive,Miramar,Wellington,6022,NZ,Accountant,Spark,85000,2011-03-22,Verified,Medium,N,1,Term Deposit,21766.28,0,948,Wellington Central,N,N,Active
HB-10207,Individual,Dr,Mateo,John,Sharma,,,1994-11-11,M,115-505-989,,,027 706 8182,,112 Rata Crescent,Papatoetoe,Auckland,2025,NZ,Unemployed,Southern Cross Freight Ltd,85000,2016-05-05,Verified,High,N,5,Everyday,12352.99,3500,634,Auckland Central,Y,N,Active
HB-11080,Individual,Mr,Anthony,,Chen,,,1995-02-12,M,107-928-211,,anthony.chen@outlook.com,027 230 5138,03 289 1958,"Unit 10, 168 Station Road",Halswell,Christchurch,8025,NZ,Student,Ministry of Education,240000,2004-09-04,Verified,Medium,N,1,Credit Card;KiwiSaver;Savings;Term Deposit,9139.77,0,378,Christchurch Central,Y,Y,Active
HB-10150,Individual,Mrs,Jessica,,Robinson,,,1963-10-05,F,115-773-337,,jessica.robinson@gmail.com,021 419 4211,07 718 5111,241 Station Avenue,Frankton,Hamilton,3204,NZ,Software Developer,,160000,2013-02-10,Verified,Low,N,5,Credit Card;Home Loan,1427.22,546180.82,815,Hamilton Central,Y,N,Dormant
HB-10800,Individual,Mr,Thomas,,Smith,,,1987-10-27,M,125-748-643,,thomas.smith@gmail.com,027 319 7928,,"Unit 4, 161 Marine Terrace",Remuera,Auckland,1050,NZ,Builder,Harbourview Aged Care Ltd,52000,2011-02-22,Verified,Medium,N,4,Credit Card,1274.63,12000,688,Auckland Central,N,Y,Active
HB-10328,Individual,Mrs,Anna,Paul,Hughes,,,1996-01-27,F,121-852-046,,anna.hughes@xtra.co.nz,021 176 1127,03 958 3734,165 Beach Crescent,Mornington,Dunedin,9011,NZ,Electrician,Air New Zealand,110000,2016-11-20,Verified,High,N,3,Credit Card;Everyday;KiwiSaver;Savings,1355.6,0,580,Dunedin Central,Y,N,Active
HB-10022,Individual,Miss,Sarah,Jane,Fonoti,,,1993-03-06,F,,,sarah.fonoti@gmail.com,022 245 2251,04 991 2172,69 Beach Street,Kelburn,Wellington,6012,NZ,Chef,Ministry of Education,110000,1995-12-22,Pending,Low,N,5,Credit Card;Everyday;Personal Loan;Savings,16633.84,0,537,Wellington Central,Y,Y,Active
HB-10233,Individual,Dr,Rachel,Grace,Mitchell,,,1967-12-23,F,129-525-213,,rachel.mitchell@xtra.co.nz,022 302 0903,07 436 9982,55 Queen Drive,Papamoa,Tauranga,3118,NZ,Truck Driver,Auckland Council,85000,2001-03-16,Expired,Medium,N,2,Personal Loan;Savings,6675.58,12000,797,Tauranga Central,Y,N,Dormant
HB-10437,Individual,Dr,Benjamin,Jane,Fonoti,,,2005-09-02,M,124-471-646,,,022 695 7032,,184 Great North Avenue,Halswell,Christchurch,8025,NZ,Software Developer,Auckland Council,160000,2002-04-02,Verified,Medium,N,1,Credit Card;Everyday;Home Loan;Personal Loan;Term Deposit,11235.05,814380.44,907,Christchurch Central,N,Y,Active
HB-10489,Individual,Mr,Jun,Ann,Johansson,,,2001-10-09,M,136-884-468,,jun.johansson@xtra.co.nz,029 324 6473,07 930 1219,"Unit 3, 223 Kauri Avenue",Papamoa,Tauranga,3118,NZ,Lawyer,Kendrix Engineering Ltd,110000,2022-06-06,Verified,Low,N,4,Credit Card;KiwiSaver;Savings;Term Deposit,8398.95,0,364,Tauranga Central,Y,Y,Active
HB-10628,Individual,Dr,Isla,Lee,Singh,,,1956-02-06,F,104-673-569,,,022 135 2944,03 735 5654,136 Matai Drive,Roslyn,Dunedin,9010,NZ,Public Servant,Self,0,2000-04-08,Verified,Low,N,2,Term Deposit,18595.33,0,421,Dunedin Central,Y,Y,Active
HB-10522,Individual,Miss,Kiri,Kahu,Pohatu,,,1951-08-04,F,119-085-006,,kiri.pohatu@xtra.co.nz,021 971 4982,,217 Marine Drive,Newtown,Wellington,6021,NZ,Accountant,Ministry of Education,35000,2017-03-05,Expired,Low,N,5,KiwiSaver;Term Deposit,131958.11,12000,838,Wellington Central,Y,Y,Active
HB-10474,Individual,Dr,Priya,,Ngata,,,1986-07-04,F,102-363-705,,priya.ngata@xtra.co.nz,027 632 2863,04 902 8870,236 Queen Terrace,Newtown,Wellington,6021,NZ,Retired,Auckland Council,52000,2001-09-18,Expired,Low,N,1,Credit Card;Everyday;Home Loan;KiwiSaver;Term Deposit,7336.83,365301.87,477,Wellington Central,Y,Y,Active
HB-10240,Individual,Dr,Rahul,,Tuhiwai,,,1975-05-29,M,132-703-836,,rahul.tuhiwai@xtra.co.nz,021 166 0308,03 341 5172,45 Matai Street,St Clair,Dunedin,9012,NZ,Doctor,Te Whatu Ora,110000,1996-07-05,Verified,Medium,N,2,Savings;Term Deposit,2995.4,0,528,Dunedin Central,Y,N,Dormant
HB-10683,Individual,Mr,Mateo,,Wang,,,1947-07-26,M,124-317-923,,mateo.wang@gmail.com,029 517 6504,,163 Tui Crescent,Otumoetai,Tauranga,3110,NZ,Farmer,Te Whatu Ora,110000,2017-01-23,Verified,Low,N,1,Credit Card;Everyday;Personal Loan;Term Deposit,4345.43,0,369,Tauranga Central,Y,Y,Active
HB-10662,Individual,Dr,Ananya,Paul,Fonoti,,,1968-12-29,F,127-534-627,,ananya.fonoti@gmail.com,021 662 4993,07 279 7477,26 Kereru Avenue,Mount Maunganui,Tauranga,3116,NZ,Chef,Spark,35000,2006-01-31,Expired,High,N,2,Home Loan;Personal Loan,5561.46,219112.28,600,Tauranga Central,N,Y,Active
HB-10421,Individual,Mr,Sione,Paul,Johansson,,,1975-07-19,M,130-291-857,,sione.johansson@outlook.com,021 786 3381,,236 Great North Avenue,Mornington,Dunedin,9011,NZ,Self-employed,,35000,2017-10-02,Expired,High,N,1,Credit Card;Everyday;Savings,29353.22,3500,840,Dunedin Central,N,N,Active
HB-10419,Individual,Mrs,Fiona,,Harris,,,1997-01-10,F,121-064-577,,fiona.harris@gmail.com,022 749 8885,,138 Manuka Avenue,Kelburn,Wellington,6012,NZ,Self-employed,Harbourview Aged Care Ltd,85000,2001-04-08,Pending,Low,N,4,Personal Loan;Term Deposit,13480.66,0,565,Wellington Central,Y,N,Active
HB-10724,Individual,Mrs,Anna,,Van der Berg,,,1990-09-24,F,,,anna.vanderberg@xtra.co.nz,022 738 6219,07 990 6152,153 Park Drive,Hillcrest,Hamilton,3216,NZ,Student,Southern Cross Freight Ltd,35000,1995-04-29,Verified,Low,N,2,Credit Card;Savings,17314.66,12000,495,Hamilton Central,N,N,Active
HB-10428,Individual,Ms,Isla,,Taylor,,,1969-10-28,F,130-681-045,,isla.taylor@xtra.co.nz,029 863 8546,,"Unit 5, 106 Marine Crescent",Papatoetoe,Auckland,2025,NZ,Teacher,Kendrix Engineering Ltd,35000,2020-06-16,Pending,Medium,N,2,Everyday;KiwiSaver;Personal Loan,46706.56,12000,431,Auckland Central,Y,Y,Active
HB-10657,Individual,Ms,Sarah,,Parata,,,1997-06-17,F,112-594-245,,sarah.parata@outlook.com,027 960 4936,04 429 8820,129 Kauri Place,Johnsonville,Wellington,6037,NZ,Electrician,Fonterra,52000,1996-09-21,Verified,Medium,N,3,Term Deposit,137471.52,12000,435,Wellington Central,Y,N,Active
HB-10110,Individual,Dr,Rahul,Anne,Tuilagi,,,1963-05-15,M,,,rahul.tuilagi@xtra.co.nz,029 262 6528,,90 Manuka Road,Mount Maunganui,Tauranga,3116,NZ,Chef,Southern Cross Freight Ltd,110000,2018-10-16,Expired,Low,N,3,Credit Card;KiwiSaver;Personal Loan;Term Deposit,37028.68,0,586,Tauranga Central,Y,Y,Active
HB-11250,Business,,,,,Otago Quarry Products Limited,,,,139-436-185,9429261075170,accounts@otagoquarryproduct.co.nz,,09 617 2332,89 Church Street,Onehunga,Auckland,1061,NZ,,,250000,2000-12-06,Verified,Low,N,4,Business Credit Card;Equipment Finance;Merchant Services;Overdraft,283929.78,1200000,,Auckland Business Centre,Y,N,Active
HB-10120,Individual,Dr,Michael,,Hughes,,,1955-11-18,M,134-570-599,,michael.hughes@outlook.com,029 418 0219,,68 Matai Place,Mornington,Dunedin,9011,NZ,Software Developer,Fletcher Building,18000,1999-07-27,Expired,Low,N,2,Personal Loan,35381.46,3500,521,Dunedin Central,N,Y,Active
HB-10854,Individual,Ms,Ruby,John,Smith,,,1986-01-30,F,134-181-639,,ruby.smith@xtra.co.nz,021 640 3469,04 628 9002,"Unit 12, 177 Queen Avenue",Johnsonville,Wellington,6037,NZ,Truck Driver,Te Whatu Ora,35000,2021-01-29,Verified,High,N,5,Credit Card;Personal Loan;Term Deposit,3888.06,0,547,Wellington Central,Y,N,Active
HB-10626,Individual,Ms,Xin,,Sharma,,,2004-02-13,F,132-795-139,,xin.sharma@xtra.co.nz,027 213 0098,04 558 2478,87 Station Place,Miramar,Wellington,6022,NZ,Nurse,Te Whatu Ora,68000,2010-06-03,Verified,Medium,N,1,Credit Card;Everyday;Home Loan;KiwiSaver,44690.0,479924.5,364,Wellington Central,Y,Y,Active
HB-10322,Individual,Mr,Rawiri,James,Mitchell,,,1954-02-20,M,131-992-123,,rawiri.mitchell@outlook.com,022 203 6805,07 230 1922,53 Rimu Road,Mount Maunganui,Tauranga,3116,NZ,Electrician,Fonterra,85000,2024-12-11,Verified,Medium,N,2,Home Loan;KiwiSaver,15598.31,550700.97,525,Tauranga Central,Y,Y,Active
HB-10457,Individual,Dr,Jack,,Ngata,,,1961-01-14,M,139-408-558,,jack.ngata@gmail.com,029 683 6825,03 513 2872,32 Ranui Street,Riccarton,Christchurch,8011,NZ,Doctor,Self,68000,2004-08-23,Expired,Low,N,5,Everyday;Home Loan;Personal Loan;Term Deposit,6558.66,878405.19,522,Christchurch Central,Y,Y,Active
HB-10507,Individual,Dr,William,,Taylor,,,1942-06-18,M,101-594-485,,william.taylor@xtra.co.nz,027 520 8104,,"Unit 11, 170 Kereru Terrace",Newtown,Wellington,6021,NZ,Retired,Air New Zealand,35000,2019-04-20,Expired,Low,N,5,KiwiSaver;Savings,74469.04,12000,398,Wellington Central,Y,Y,Active
HB-10033,Individual,Miss,Lucy,,Mitchell,,,1954-07-03,F,132-435-722,,lucy.mitchell@xtra.co.nz,029 941 6598,07 654 8848,6 Queen Crescent,Chartwell,Hamilton,3210,NZ,Engineer,Te Whatu Ora,68000,2005-04-30,Expired,Low,N,4,Everyday;KiwiSaver;Personal Loan,28134.4,12000,703,Hamilton Central,Y,N,Active
HB-10914,Individual,Mr,Jack,,Stewart,,,2004-03-14,M,106-923-747,,,022 405 7926,03 304 6600,196 Victoria Terrace,Papanui,Christchurch,8053,NZ,Electrician,Harbourview Aged Care Ltd,160000,2008-07-10,Pending,Low,N,2,Term Deposit,13829.0,3500,946,Christchurch Central,Y,Y,Active
HB-11022,Individual,Dr,Tane,Ann,Campbell,,,1971-07-26,M,125-898-424,,,021 631 4193,07 830 1440,13 Ranui Road,Otumoetai,Tauranga,3110,NZ,Engineer,Ministry of Education,110000,2020-02-28,Expired,Low,N,4,Credit Card;Savings;Term Deposit,88438.28,0,504,Tauranga Central,Y,Y,Active
HB-10497,Individual,Mrs,Hannah,,Robinson,,,1954-03-16,F,114-058-832,,hannah.robinson@gmail.com,022 288 2767,07 661 3940,243 Seaview Road,Papamoa,Tauranga,3118,NZ,Sales Manager,Ministry of Education,160000,2014-06-29,Verified,Medium,N,1,Credit Card;Everyday;Personal Loan;Savings,15230.13,3500,774,Tauranga Central,Y,Y,Active
HB-11306,Business,,,,,Lakeside Motor Group Limited,,,,123-976-974,9429222970235,accounts@lakesidemotorgroup.co.nz,,07 846 8714,145 Kauri Road,Chartwell,Hamilton,3210,NZ,,,1200000,2016-05-22,Verified,Medium,N,2,Business Savings;Equipment Finance,458943.78,0,,Hamilton Business Centre,Y,N,Active
HB-10633,Individual,Mrs,Anna,,Kennedy,,,1964-09-27,F,134-295-203,,,027 581 7746,03 310 2224,58 Seaview Road,Sumner,Christchurch,8081,NZ,Engineer,Te Whatu Ora,0,2004-07-26,Verified,Low,N,2,Personal Loan,1605.34,0,783,Christchurch Central,Y,Y,Active
HB-10991,Individual,Mr,Anthony,James,Mitchell,,,1985-06-25,M,102-062-527,,anthony.mitchell@gmail.com,022 284 6903,,214 Albert Drive,Mornington,Dunedin,9011,NZ,Builder,Spark,110000,2021-11-17,Verified,Low,N,4,Everyday;Personal Loan,9117.71,0,528,Dunedin Central,Y,Y,Active
HB-10028,Individual,Dr,Wiremu,Marie,Tuhiwai,,,1971-03-23,M,109-478-462,,wiremu.tuhiwai@xtra.co.nz,022 818 2361,07 569 5459,175 Ranui Place,Frankton,Hamilton,3204,NZ,Nurse,Southern Cross Freight Ltd,110000,1997-02-22,Verified,Low,N,3,Term Deposit,2953.4,0,831,Hamilton Central,Y,Y,Active
HB-10531,Individual,Dr,Nikolai,,Kennedy,,,2004-11-27,M,124-198-944,,,022 907 0716,04 891 8078,25 Park Road,Kelburn,Wellington,6012,NZ,Sales Manager,,18000,2014-02-07,Verified,Medium,N,1,Everyday;KiwiSaver;Personal Loan;Term Deposit,530.47,0,878,Wellington Central,N,Y,Active
HB-10640,Individual,Dr,Aisha,Ann,Te Rangi,,,1954-11-20,F,123-930-825,,aisha.terangi@gmail.com,027 838 6995,,211 Totara Crescent,Sumner,Christchurch,8081,NZ,Unemployed,Auckland Council,18000,2017-03-16,Pending,Medium,N,3,Credit Card;KiwiSaver;Personal Loan;Savings,34981.24,0,750,Christchurch Central,N,Y,Active
HB-10278,Individual,Dr,Peter,Paul,Campbell,,,1970-10-25,M,112-567-464,,peter.campbell@gmail.com,029 277 2926,,111 Harbour Crescent,Onehunga,Auckland,1061,NZ,Doctor,,240000,2019-02-16,Verified,Medium,N,3,Credit Card;Home Loan;KiwiSaver;Personal Loan;Term Deposit,17616.26,176194.28,409,Auckland Central,Y,Y,Active
HB-10814,Individual,Miss,Jessica,James,Wilson,,,1950-09-27,F,106-452-900,,jessica.wilson@outlook.com,022 636 4313,,72 Rata Road,Ponsonby,Auckland,1011,NZ,Software Developer,Fonterra,240000,2016-01-04,Verified,Low,N,5,Everyday;Home Loan;KiwiSaver;Personal Loan;Savings,1809.31,574134.45,519,Auckland Central,N,N,Active
HB-10180,Individual,Mr,Stephen,James,Thompson,,,1978-02-20,M,108-153-912,,stephen.thompson@gmail.com,029 102 2411,,24 Totara Place,Mount Eden,Auckland,1024,NZ,Retired,Harbourview Aged Care Ltd,0,2020-07-01,Verified,Low,N,5,Credit Card;Personal Loan;Term Deposit,5326.21,3500,577,Auckland Central,N,Y,Active
HB-10823,Individual,Ms,Anna,Michael,Wilson,,,1996-04-26,F,110-669-780,,anna.wilson@xtra.co.nz,029 727 3153,07 906 4242,39 Beach Avenue,Frankton,Hamilton,3204,NZ,Electrician,Self,52000,2007-05-08,Verified,Medium,N,2,Everyday;KiwiSaver;Term Deposit,28353.49,3500,902,Hamilton Central,Y,Y,Active
HB-10964,Individual,Mr,William,Marie,Hughes,,,1984-02-19,M,129-486-543,,william.hughes@gmail.com,029 713 1318,03 755 4702,84 Queen Crescent,Halswell,Christchurch,8025,NZ,Retail Assistant,Kendrix Engineering Ltd,110000,1995-10-30,Verified,Medium,N,3,Term Deposit,4630.68,0,607,Christchurch Central,Y,Y,Active
HB-11360,Individual,Mr,Tony,,Zhang,,,2006-11-15,M,,,,027 175 6907,,202 Kereru Road,Sumner,Christchurch,8081,NZ,Truck Driver,,240000,2008-02-24,Pending,Low,N,1,Everyday,14002.65,501806.6,490,Christchurch Central,Y,N,Active
HB-10241,Individual,Dr,Kiri,Jane,Walker,,,1948-09-04,F,127-406-484,,kiri.walker@xtra.co.nz,027 496 5678,03 860 2678,240 Hill Drive,Roslyn,Dunedin,9010,NZ,Sales Manager,Fonterra,85000,2023-06-21,Expired,Medium,N,3,Term Deposit,25527.84,12000,817,Dunedin Central,Y,Y,Active
HB-10052,Individual,Miss,Victoria,Kahu,Wang,,,1997-08-05,F,107-044-179,,victoria.wang@gmail.com,027 438 6563,03 879 1028,150 Kereru Avenue,Mornington,Dunedin,9011,NZ,Teacher,Air New Zealand,160000,2024-02-21,Verified,Medium,N,5,Credit Card;Everyday;Personal Loan;Term Deposit,52351.15,0,356,Dunedin Central,N,Y,Active
HB-10360,Individual,Ms,Katherine,James,Murray,,,1948-09-13,F,131-189-704,,,027 439 6772,,189 Seaview Crescent,Newtown,Wellington,6021,NZ,Retired,Spark,18000,2022-10-30,Pending,Medium,N,2,Credit Card;KiwiSaver;Personal Loan;Savings,19919.34,3500,827,Wellington Central,N,N,Active
HB-11093,Individual,Mr,Nikolai,Louise,Campbell,,,1958-01-08,M,124-577-934,,nikolai.campbell@gmail.com,027 334 5796,,162 Clyde Avenue,Roslyn,Dunedin,9010,NZ,Public Servant,Te Whatu Ora,240000,2019-05-08,Verified,Low,N,5,Everyday;Home Loan;Personal Loan;Savings;Term Deposit,21789.75,887694.11,772,Dunedin Central,Y,Y,Active
HB-10495,Individual,Miss,Olivia,,Mitchell,,,1956-06-25,F,125-862-288,,olivia.mitchell@gmail.com,022 366 1189,07 880 2970,238 Clyde Avenue,Hillcrest,Hamilton,3216,NZ,Public Servant,Spark,0,2008-10-18,Verified,Medium,N,1,KiwiSaver;Savings;Term Deposit,4000.74,3500,671,Hamilton Central,Y,Y,Active
HB-10262,Individual,Dr,Robert,,Brown,,,1948-12-10,M,122-101-425,,,029 246 4455,,33 Rata Road,Merivale,Christchurch,8014,NZ,Builder,Countdown,240000,2007-07-31,Verified,Medium,N,3,Credit Card;Everyday;KiwiSaver,30179.09,3500,752,Christchurch Central,Y,Y,Dormant
HB-10498,Individual,Miss,Helen,,Ahmed,,,1942-01-10,F,122-563-263,,helen.ahmed@gmail.com,022 830 6610,,143 Station Place,Otumoetai,Tauranga,3110,NZ,Public Servant,Countdown,240000,2019-04-16,Verified,Medium,N,3,Everyday;Home Loan,17702.08,681778.47,922,Tauranga Central,N,N,Active
HB-10164,Individual,Miss,Rachel,Lee,Van der Berg,,,1947-10-24,F,136-079-379,,,022 434 8933,,153 Marine Crescent,Mount Maunganui,Tauranga,3116,NZ,Chef,Countdown,85000,2005-07-12,Verified,Low,N,3,Credit Card;Home Loan;KiwiSaver,50838.85,241145.17,718,Tauranga Central,Y,N,Active
HB-11275,Business,,,,,Pukeko Transport Limited,,,,100-752-993,9429390891758,accounts@pukekotransport.co.nz,,07 259 6377,128 Nikau Road,Mount Maunganui,Tauranga,3116,NZ,,,1200000,1997-10-03,Verified,Medium,N,4,Business Savings;Equipment Finance,245087.82,0,,Tauranga Business Centre,Y,Y,Active
HB-11137,Individual,Mrs,Anna,,Van der Berg,,,1977-12-01,F,104-402-502,,anna.vanderberg@xtra.co.nz,021 359 2827,,132 Tui Drive,Chartwell,Hamilton,3210,NZ,Engineer,,52000,1997-04-07,Verified,Low,N,4,Credit Card;Everyday;KiwiSaver;Savings,108104.68,0,763,Hamilton Central,N,Y,Active
HB-11314,Business,,,,,Ruru Accounting Limited,,,,117-630-673,,accounts@ruruaccounting.co.nz,,04 557 8501,108 Marine Avenue,Johnsonville,Wellington,6037,NZ,,,3500000,2008-07-03,Verified,High,N,6,Business Everyday;Business Savings;Overdraft,96651.42,0,,Wellington Business Centre,Y,N,Active
HB-11322,Business,,,,,Fernbird Software Limited,,,,122-179-441,9429701455762,accounts@fernbirdsoftware.co.nz,,03 319 5632,82 Rimu Drive,Roslyn,Dunedin,9010,NZ,,,600000,2007-11-22,Verified,High,N,6,Business Everyday;Business Savings,52634.7,250000,,Dunedin Business Centre,Y,N,Active
HB-10740,Individual,Mr,Tevita,,Robinson,,,1960-09-30,M,129-107-302,,tevita.robinson@gmail.com,022 550 1618,09 204 9265,201 Seaview Place,Mount Eden,Auckland,1024,NZ,Truck Driver,Fonterra,0,2002-12-10,Expired,High,N,2,Home Loan;Personal Loan,9799.87,383302.29,816,Auckland Central,Y,N,Active
HB-10796,Individual,Dr,Aisha,Lee,Young,,,1958-09-29,F,133-085-608,,aisha.young@xtra.co.nz,022 100 7166,,109 Ranui Road,Roslyn,Dunedin,9010,NZ,Software Developer,Countdown,0,2018-11-15,Verified,Medium,N,2,Term Deposit,203718.93,3500,537,Dunedin Central,Y,Y,Active
HB-10598,Individual,Miss,Lucy,,Hughes,,,1997-03-03,F,102-416-606,,lucy.hughes@xtra.co.nz,022 446 6170,,204 Park Crescent,Hillcrest,Hamilton,3216,NZ,Sales Manager,Spark,240000,2007-10-12,Verified,Low,N,1,Term Deposit,11371.72,0,431,Hamilton Central,Y,Y,Active
HB-10141,Individual,Dr,Anthony,Paul,Anderson,,,1996-08-30,M,112-257-030,,anthony.anderson@xtra.co.nz,021 149 7428,07 338 3877,"Unit 3, 87 Pohutukawa Terrace",Chartwell,Hamilton,3210,NZ,Chef,Countdown,68000,2019-08-28,Verified,High,N,3,Personal Loan;Savings,1121.55,0,436,Hamilton Central,Y,Y,Deceased
HB-10775,Individual,Mr,James,,Campbell,,,1985-10-25,M,112-341-215,,james.campbell@outlook.com,022 515 3655,03 661 8532,228 Church Road,St Clair,Dunedin,9012,NZ,Doctor,Air New Zealand,52000,2011-03-01,Expired,Low,Y,5,KiwiSaver;Savings;Term Deposit,153060.77,0,753,Dunedin Central,Y,Y,Active
HB-11069,Individual,Dr,Arjun,,Parata,,,1955-04-09,M,123-106-244,,,021 771 4191,,241 Totara Avenue,St Clair,Dunedin,9012,NZ,Chef,Southern Cross Freight Ltd,85000,2023-07-30,Pending,High,N,5,Savings,9716.36,0,877,Dunedin Central,Y,N,Active
HB-11339,Business,,,,,Highland Property Management Limited,,,,134-310-586,9429532708783,accounts@highlandpropertyma.co.nz,027 658 2349,07 455 3067,18 Kauri Street,Frankton,Hamilton,3204,NZ,,,3500000,2001-03-23,Verified,High,N,3,Overdraft;Term Deposit,50406.78,0,,Hamilton Business Centre,Y,Y,Active
HB-10256,Individual,Dr,Amelia,,Anderson,,,1944-07-02,F,130-298-104,,amelia.anderson@gmail.com,021 288 9976,07 999 5387,137 Manuka Street,Chartwell,Hamilton,3210,NZ,Accountant,Te Whatu Ora,35000,2002-09-18,Pending,Low,N,2,KiwiSaver;Savings;Term Deposit,18606.8,0,389,Hamilton Central,Y,N,Deceased
HB-11007,Individual,Ms,Priya,Rose,Johansson,,,1991-12-09,F,133-939-968,,,029 271 9438,,133 Victoria Road,St Clair,Dunedin,9012,NZ,Student,Fonterra,110000,2015-10-13,Verified,Low,N,4,Everyday;Home Loan,45578.12,487235.03,698,Dunedin Central,Y,N,Active
HB-11053,Individual,Ms,Ruby,Mei,Johansson,,,1993-09-29,F,101-362-760,,ruby.johansson@gmail.com,022 969 9699,,225 Park Drive,Mount Maunganui,Tauranga,3116,NZ,Self-employed,Southern Cross Freight Ltd,240000,2006-07-30,Verified,High,N,4,Credit Card;Everyday;Home Loan;KiwiSaver;Term Deposit,6044.3,496688.74,839,Tauranga Central,Y,N,Active
