customer_key,entity_type,full_name,first_name,middle_name,last_name,business_name,trading_name,other_names,date_of_birth,gender,tax_id,nzbn,street,suburb,city,postcode,email,all_emails,phones,customer_status,customer_since,kyc_verified,aml_risk,pep,num_accounts,total_deposits_nzd,total_lending_nzd,products,in_totara,in_harbourside,n_records,name_source,address_source,source_records,review_reasons
H:HB-10696,PERSON,Susan Brown,Susan,,Brown,,,,1957-06-19,F,132047768,,48 Marine Crescent,Frankton,Hamilton,3204,susan.brown@outlook.com,susan.brown@outlook.com; susan61@xtra.co.nz,0218529197; 0277424328,Active,2019-08-12,true,Medium,false,3,20229.29,0.00,Credit Card; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10696,H:HB-10696,H:HB-10696; T:00400231,
H:HB-10703,PERSON,Jennifer Wang,Jennifer,,Wang,,,Jen Wang,1998-03-09,F,135329679,,"Unit 8, 80 Pohutukawa Crescent",St Clair,Dunedin,9012,jennifer.wang@outlook.com,jennifer.wang@outlook.com,0223234721; 034007412,Active,2002-07-25,true,Medium,false,4,27746.59,712194.65,Credit Card; Everyday; Home Loan; Personal Loan; Term Deposit,true,true,2,H:HB-10703,H:HB-10703,H:HB-10703; T:00400252,address differs (confirm current address)
H:HB-10710,PERSON,Hannah James Anderson,Hannah,James,Anderson,,,,1967-09-11,F,133500222,,82 Nikau Place,Newtown,Wellington,6021,hannah.anderson@outlook.com,hannah.anderson@outlook.com; hannah48@xtra.co.nz,0218208009,Active,2009-01-31,true,Medium,false,8,36758.51,0.00,Everyday; Savings,true,true,2,H:HB-10710,H:HB-10710,H:HB-10710; T:00400272,
H:HB-10715,PERSON,Richard Anderson,Richard,,Anderson,,,Rick Anderson,2005-04-28,M,115874576,,88 Totara Road,Remuera,Auckland,1050,,,0277612216; 095614751,Active,1996-06-20,true,High,false,4,177895.07,0.00,Credit Card; Everyday; Insurance; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10715,H:HB-10715,H:HB-10715; T:00400280,
H:HB-10719,PERSON,Sione James Li,Sione,James,Li,,,Sinoe Li,1992-10-25,M,106020145,,140 Rata Drive,Onehunga,Auckland,1061,sione.li@outlook.com,sione.li@outlook.com,0227662516; 095528570,Active,2002-04-29,true,High,true,3,40716.36,966474.44,Credit Card; Home Loan; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10719,H:HB-10719,H:HB-10719; T:00400288,
H:HB-10724,PERSON,Anna Van der Berg,Anna,,Van der Berg,,,,1990-09-24,F,123222712,,153 Park Drive,Hillcrest,Hamilton,3216,anna.vanderberg@xtra.co.nz,anna.vanderberg@xtra.co.nz,0227386219; 079906152,Active,1995-04-29,true,Medium,false,6,18209.25,384825.67,Credit Card; Home Loan; Savings,true,true,2,H:HB-10724,H:HB-10724,H:HB-10724; T:00400311,address differs (confirm current address)
H:HB-10727,PERSON,Jessica Paul MacLeod,Jessica,Paul,MacLeod,,,,1948-09-10,F,136902876,,"Unit 1, 201 Nikau Crescent",St Clair,Dunedin,9012,jessica.macleod@gmail.com,jessica.macleod@gmail.com,0276766175,Active,1991-08-30,true,Medium,false,9,27085.08,338024.63,Credit Card; Everyday; Home Loan; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10727,H:HB-10727,H:HB-10727; T:00400336,
H:HB-10728,PERSON,Sophie Johansson,Sophie,,Johansson,,,,1998-10-26,F,129524056,,157 Church Terrace,St Clair,Dunedin,9012,sophie94@hotmail.com,sophie94@hotmail.com,0214089887,Active,2019-07-26,true,Low,false,6,43741.33,267016.49,Everyday; Home Loan; Insurance; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10728,H:HB-10728,H:HB-10728; T:00400348,
H:HB-10734,PERSON,Kiri Johansson,Kiri,,Johansson,,,,1997-06-27,F,108182204,,15 Rata Road,Remuera,Auckland,1050,kiri.johansson@xtra.co.nz,kiri.johansson@xtra.co.nz; kiri17@hotmail.com,0298958579,Active,2005-12-31,true,Low,false,7,4279.37,785567.11,Home Loan; Personal Loan; Term Deposit,true,true,2,H:HB-10734,H:HB-10734,H:HB-10734; T:00400358,address differs (confirm current address)
H:HB-10735,PERSON,Margaret Campbell,Margaret,,Campbell,,,,1954-08-06,F,108557312,,9 Matai Crescent,Halswell,Christchurch,8025,margaret.campbell@xtra.co.nz,margaret.campbell@xtra.co.nz; margaret17@hotmail.com,0278920343,Active,1995-04-11,true,Medium,false,3,5411.21,0.00,Everyday; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10735,H:HB-10735,H:HB-10735; T:00400368,address differs (confirm current address)
H:HB-10740,PERSON,Tevita Robinson,Tevita,,Robinson,,,,1960-09-30,M,129107302,,201 Seaview Place,Mount Eden,Auckland,1024,tevita.robinson@gmail.com,tevita.robinson@gmail.com; tevita96@xtra.co.nz,0225501618; 092049265,Active,1993-12-31,true,High,false,5,59829.54,383302.29,Home Loan; Insurance; Personal Loan; Term Deposit,true,true,2,H:HB-10740,H:HB-10740,H:HB-10740; T:00400384,address differs (confirm current address)
H:HB-10746,PERSON,Xin Wilson,Xin,,Wilson,,,,1947-08-22,F,101630413,,74 Nikau Avenue,Otumoetai,Tauranga,3110,xin.wilson@gmail.com,xin.wilson@gmail.com; xin43@hotmail.com,0211967499; 078879228,Active,2020-02-14,true,Medium,false,7,11966.97,12000.00,Credit Card; Insurance; KiwiSaver; Term Deposit,true,true,2,H:HB-10746,H:HB-10746,H:HB-10746; T:00400409,
H:HB-10755,PERSON,William Campbell,William,,Campbell,,,Bill Campbell; Iwlliam Campbell,2000-07-25,M,122850476,,188 Marine Crescent,Halswell,Christchurch,8025,william.campbell@outlook.com,william.campbell@outlook.com,0211837735,Active,2001-09-09,true,Low,false,8,65611.00,0.00,Everyday; Personal Loan; Savings; Term Deposit,true,true,3,H:HB-10755,H:HB-10755,H:HB-10755; H:HB-11363; T:00400416,
H:HB-10760,PERSON,Oliver Tuilagi,Oliver,,Tuilagi,,,,1966-08-15,M,114729362,,80 Pohutukawa Street,Papanui,Christchurch,8053,oliver28@xtra.co.nz,oliver.tuilagi@xtra.co.nz; oliver28@xtra.co.nz,0222593675; 032124074,Active,2006-08-01,true,Medium,false,6,67167.90,12000.00,Everyday; Insurance; KiwiSaver; Savings,true,true,2,H:HB-10760,T:00400446,H:HB-10760; T:00400446,
H:HB-10766,PERSON,Sarah Jane Brown,Sarah,Jane,Brown,,,,1982-01-31,F,124069741,,"Unit 6, 128 Seaview Terrace",Mornington,Dunedin,9011,sarah.brown@xtra.co.nz,sarah.brown@xtra.co.nz; sarah46@gmail.com,0277015244; 0298841772; 033421274,Active,2016-10-12,true,Low,false,7,22304.00,839964.40,Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10766,H:HB-10766,H:HB-10766; T:00400462,
H:HB-10769,PERSON,Jun Tuilagi,Jun,,Tuilagi,,,,1973-12-14,M,137762876,,223 Totara Street,Halswell,Christchurch,8025,jun.tuilagi@xtra.co.nz,jun.tuilagi@xtra.co.nz; jun41@xtra.co.nz,0273969368; 035515491,Active,1993-04-24,true,Medium,false,4,31361.27,0.00,Everyday; KiwiSaver; Savings,true,true,2,H:HB-10769,H:HB-10769,H:HB-10769; T:00400470,
H:HB-10774,PERSON,Aisha Louise MacLeod,Aisha,Louise,MacLeod,,,,1998-11-29,F,117121944,,"Unit 4, 116 Matai Drive",Remuera,Auckland,1050,aisha29@xtra.co.nz,aisha.macleod@xtra.co.nz; aisha29@xtra.co.nz,0216237303,Active,2002-12-08,true,High,false,4,70126.78,350693.20,Everyday; Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10774,T:00400489,H:HB-10774; T:00400489,
H:HB-10775,PERSON,James Campbell,James,,Campbell,,,,1985-10-25,M,112341215,,228 Church Road,St Clair,Dunedin,9012,james.campbell@outlook.com,james.campbell@outlook.com; james74@xtra.co.nz,0225153655; 036618532,Active,2003-06-24,true,High,true,8,214609.46,776730.72,Home Loan; Insurance; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10775,H:HB-10775,H:HB-10775; T:00400505,
H:HB-10780,PERSON,Jennifer Williams,Jennifer,,Williams,,,,1964-10-10,F,112892721,,10 Park Street,Onehunga,Auckland,1061,jennifer.williams@outlook.com,jennifer.williams@outlook.com; jennifer82@xtra.co.nz,0294263431,Active,1994-12-26,true,Medium,false,7,353824.31,3500.00,Credit Card; Personal Loan,true,true,2,H:HB-10780,H:HB-10780,H:HB-10780; T:00400518,
H:HB-10786,PERSON,Samuel James Tipene,Samuel,James,Tipene,,,,1980-12-27,M,100318736,,123 Victoria Road,Johnsonville,Wellington,6037,samuel67@gmail.com,samuel67@gmail.com,0297073450; 046727254,Active,2003-05-15,true,High,false,5,4836.23,12000.00,Credit Card; Everyday; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10786,H:HB-10786,H:HB-10786; T:00400523,address differs (confirm current address)
H:HB-10790,PERSON,Tane Michael MacLeod,Tane,Michael,MacLeod,,,Tane Malceod,1987-05-21,M,113386279,,"Unit 4, 22 Victoria Road",Mornington,Dunedin,9011,,,0294548199,Active,2008-11-11,true,Low,true,8,13057.46,706462.56,Everyday; Home Loan; Personal Loan; Savings,true,true,2,H:HB-10790,H:HB-10790,H:HB-10790; T:00400545,last name differs (name change or typo)
H:HB-10796,PERSON,Aisha Lee Young,Aisha,Lee,Young,,,,1958-09-29,F,133085608,,109 Ranui Road,Roslyn,Dunedin,9010,aisha.young@xtra.co.nz,aisha.young@xtra.co.nz; aisha34@gmail.com,0221007166,Active,1997-08-02,true,High,false,3,207941.39,461240.85,Everyday; Home Loan; Term Deposit,true,true,2,H:HB-10796,H:HB-10796,H:HB-10796; T:00400558,
H:HB-10800,PERSON,Thomas Smith,Thomas,,Smith,,,,1987-10-27,M,125748643,,"Unit 4, 161 Marine Terrace",Remuera,Auckland,1050,thomas.smith@gmail.com,thomas.smith@gmail.com,0273197928,Active,2011-02-22,true,Medium,false,7,49858.52,473278.26,Credit Card; Everyday; Home Loan; Insurance; Personal Loan,true,true,2,H:HB-10800,H:HB-10800,H:HB-10800; T:00400561,
H:HB-10804,PERSON,Michael Lee McDonald,Michael,Lee,McDonald,,,,1944-02-18,M,106103724,,31 Seaview Avenue,Mount Maunganui,Tauranga,3116,michael17@gmail.com,michael.mcdonald@outlook.com; michael17@gmail.com,0276842844; 072967082,Active,1997-01-06,true,High,false,8,6043.89,0.00,Credit Card; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10804,T:00400587,H:HB-10804; T:00400587,
H:HB-10808,PERSON,James Anderson,James,,Anderson,,,,2005-12-14,M,135524895,,20 Hill Street,Roslyn,Dunedin,9010,james.anderson@outlook.com,james.anderson@outlook.com; james49@gmail.com,0211114313,Active,1998-01-27,true,High,false,5,26821.05,823041.36,Credit Card; Everyday; Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10808,H:HB-10808,H:HB-10808; T:00400590,
H:HB-10813,PERSON,Christopher Clarke,Christopher,,Clarke,,,,1978-03-28,M,105679758,,53 Seaview Place,Sumner,Christchurch,8081,christopher.clarke@xtra.co.nz,christopher.clarke@xtra.co.nz,0296753912,Active,2008-02-10,true,High,false,5,26908.64,729503.92,Credit Card; Everyday; Home Loan; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10813,H:HB-10813,H:HB-10813; T:00400609,
H:HB-10814,PERSON,Jessica James Wilson,Jessica,James,Wilson,,,Jess Wilson,1950-09-27,F,106452900,,72 Rata Road,Ponsonby,Auckland,1011,jessica.wilson@outlook.com,jessica.wilson@outlook.com,0225978158; 0226364313,Active,1997-03-19,true,Low,false,9,13069.81,574134.45,Everyday; Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10814,H:HB-10814,H:HB-10814; T:00400631,
H:HB-10823,PERSON,Anna Michael Wilson,Anna,Michael,Wilson,,,,1996-04-26,F,110669780,,39 Beach Avenue,Frankton,Hamilton,3204,anna.wilson@xtra.co.nz,anna.wilson@xtra.co.nz; anna1@gmail.com,0297273153; 079064242,Active,2007-05-08,true,Medium,false,5,43502.81,3500.00,Everyday; Insurance; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10823,H:HB-10823,H:HB-10823; T:00400642,
H:HB-10829,PERSON,Mohammed Johansson,Mohammed,,Johansson,,,,1967-08-05,M,114294905,,"Unit 7, 219 Marine Crescent",Newtown,Wellington,6021,mohammed.johansson@xtra.co.nz,mohammed.johansson@xtra.co.nz; mohammed66@xtra.co.nz,0229441559,Active,2002-06-27,true,Medium,false,4,60411.43,0.00,Credit Card; Everyday; Personal Loan,true,true,2,H:HB-10829,H:HB-10829,H:HB-10829; T:00400645,
H:HB-10833,PERSON,Olivia Williams,Olivia,,Williams,,,,1997-01-01,F,133190748,,154 Kereru Drive,Hillcrest,Hamilton,3216,olivia.williams@gmail.com,olivia.williams@gmail.com,0293898417; 079821418,Active,2009-03-20,true,Medium,false,7,13044.68,712064.84,Credit Card; Everyday; Home Loan; Insurance; Personal Loan,true,true,2,H:HB-10833,H:HB-10833,H:HB-10833; T:00400664,address differs (confirm current address)
H:HB-10841,PERSON,Mei Wilson,Mei,,Wilson,,,,2005-03-13,F,123048146,,133 Queen Road,Henderson,Auckland,0612,mei.wilson@gmail.com,mei.wilson@gmail.com,0222655963; 095995707,Active,2001-05-29,false,Medium,false,6,32600.95,634691.56,Credit Card; Home Loan; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10841,H:HB-10841,H:HB-10841; T:00400665,address differs (confirm current address)
H:HB-10843,PERSON,Grace Lee Nguyen,Grace,Lee,Nguyen,,,Grace Pohatu,1951-10-09,F,129259312,,50 Albert Crescent,Ponsonby,Auckland,1011,grace.nguyen@gmail.com,grace.nguyen@gmail.com; grace90@hotmail.com,0275755463,Active,2015-12-12,true,Low,false,7,217267.57,0.00,Credit Card; Everyday; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10843,H:HB-10843,H:HB-10843; T:00400673,last name differs (name change or typo)
H:HB-10845,PERSON,James Sharma,James,,Sharma,,,,1940-03-17,M,116060295,,69 Marine Terrace,Papanui,Christchurch,8053,james59@xtra.co.nz,james.sharma@outlook.com; james59@xtra.co.nz,0291784354,Active,1997-02-21,true,Low,false,4,175624.22,363681.55,Everyday; Home Loan; Savings,true,true,2,H:HB-10845,T:00400697,H:HB-10845; T:00400697,address differs (confirm current address)
H:HB-10854,PERSON,Ruby John Smith,Ruby,John,Smith,,,,1986-01-30,F,134181639,,"Unit 12, 177 Queen Avenue",Johnsonville,Wellington,6037,ruby.smith@xtra.co.nz,ruby.smith@xtra.co.nz; ruby39@xtra.co.nz,0216403469; 046289002,Active,2010-11-01,true,High,false,9,8231.54,0.00,Credit Card; Personal Loan; Term Deposit,true,true,2,H:HB-10854,H:HB-10854,H:HB-10854; T:00400713,
H:HB-10856,PERSON,Joshua Marie Faleolo,Joshua,Marie,Faleolo,,,Josh Faleolo,2007-12-25,M,130382205,,96 Ranui Crescent,Mornington,Dunedin,9011,joshua.faleolo@xtra.co.nz,josh46@gmail.com; joshua.faleolo@xtra.co.nz,0274707493; 0291200138,Active,1988-04-25,true,High,false,6,79231.73,495882.70,Credit Card; Home Loan; Insurance; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10856,H:HB-10856,H:HB-10856; T:00400735,
H:HB-10862,PERSON,Matthew Paul Hughes,Matthew,Paul,Hughes,,,,2003-05-18,M,103257687,,116 Kowhai Crescent,Mornington,Dunedin,9011,matthew.hughes@gmail.com,matthew.hughes@gmail.com; matthew28@gmail.com,0293038728,Active,2000-04-12,false,Medium,false,5,41955.25,463587.75,Credit Card; Home Loan; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10862,H:HB-10862,H:HB-10862; T:00400755,address differs (confirm current address)
H:HB-10865,PERSON,Sophie Van der Berg,Sophie,,Van der Berg,,,,1979-04-21,F,136967480,,203 Beach Avenue,Halswell,Christchurch,8025,,,0211096686; 038085268,Active,1999-04-11,true,Medium,false,3,78564.94,12000.00,Credit Card; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10865,H:HB-10865,H:HB-10865; T:00400767,
H:HB-10871,PERSON,Aroha Clarke,Aroha,,Clarke,,,,1944-02-14,F,104744932,,4 Matai Terrace,Papanui,Christchurch,8053,aroha53@xtra.co.nz,aroha.clarke@outlook.com; aroha53@xtra.co.nz,0222302948; 034519382,Active,1999-05-27,true,High,false,4,37107.30,765662.06,Credit Card; Home Loan; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10871,T:00400788,H:HB-10871; T:00400788,
H:HB-10876,PERSON,Helen Lee Young,Helen,Lee,Young,,,,1979-05-09,F,126245261,,86 Park Street,Chartwell,Hamilton,3210,helen.young@xtra.co.nz,helen.young@xtra.co.nz; helen24@gmail.com,0227146668,Active,1994-10-15,true,Medium,false,3,49805.77,593632.08,Credit Card; Everyday; Home Loan; Savings,true,true,2,H:HB-10876,H:HB-10876,H:HB-10876; T:00400789,tax ID differs; address differs (confirm current address)
H:HB-10879,PERSON,William Faleolo,William,,Faleolo,,,,1991-11-29,M,105045208,,141 Seaview Place,Remuera,Auckland,1050,william.faleolo@outlook.com,william.faleolo@outlook.com,0272071829; 0279810324; 093171564,Active,1988-08-18,true,Low,false,3,21555.40,738848.68,Home Loan; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10879,H:HB-10879,H:HB-10879; T:00400803,address differs (confirm current address)
H:HB-10888,PERSON,Sophie Michael Nguyen,Sophie,Michael,Nguyen,,,,1985-05-06,F,137906396,,41 Hill Drive,Mount Maunganui,Tauranga,3116,sophie.nguyen@xtra.co.nz,sophie.nguyen@xtra.co.nz; sophie92@gmail.com,0219671032,Active,2006-05-16,true,High,false,6,10082.43,0.00,Credit Card; Everyday; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10888,H:HB-10888,H:HB-10888; T:00400806,address differs (confirm current address)
H:HB-10895,PERSON,Arjun Paul Scott,Arjun,Paul,Scott,,,,1971-05-25,M,119921924,,169 Clyde Road,Mount Maunganui,Tauranga,3116,arjun.scott@xtra.co.nz,arjun.scott@xtra.co.nz; arjun83@gmail.com,0273672743,Dormant,1994-07-18,true,Medium,false,8,61021.38,358485.22,Home Loan; KiwiSaver; Savings,true,true,2,H:HB-10895,H:HB-10895,H:HB-10895; T:00400811,
H:HB-10904,PERSON,Jennifer Anne Patel,Jennifer,Anne,Patel,,,Jennifer Reid,1969-09-04,F,125341510,,"Unit 6, 159 Queen Street",St Clair,Dunedin,9012,jennifer.patel@outlook.com,jennifer.patel@outlook.com,0274146612; 033243612,Active,1998-03-16,true,High,false,4,335127.28,0.00,Everyday; KiwiSaver; Savings,true,true,2,H:HB-10904,H:HB-10904,H:HB-10904; T:00400827,last name differs (name change or typo); address differs (confirm current address)
H:HB-10911,PERSON,Sophie Lee Faleolo,Sophie,Lee,Faleolo,,,,1951-06-29,F,138594635,,"Unit 1, 198 Clyde Place",Papamoa,Tauranga,3118,sophie.faleolo@xtra.co.nz,sophie.faleolo@xtra.co.nz,0297673071; 078884117,Active,2007-11-27,true,Medium,false,6,10663.34,412529.02,Credit Card; Everyday; Home Loan; Insurance; Savings; Term Deposit,true,true,2,H:HB-10911,H:HB-10911,H:HB-10911; T:00400846,
H:HB-10913,PERSON,Lucy John White,Lucy,John,White,,,,1973-04-14,F,136117149,,69 Seaview Avenue,Miramar,Wellington,6022,lucy.white@xtra.co.nz,lucy.white@xtra.co.nz; lucy8@hotmail.com,0278639606,Active,2012-10-14,true,High,false,5,19957.87,623286.04,Credit Card; Home Loan; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10913,H:HB-10913,H:HB-10913; T:00400859,address differs (confirm current address)
H:HB-10914,PERSON,Jack Stewart,Jack,,Stewart,,,,2004-03-14,M,106923747,,196 Victoria Terrace,Papanui,Christchurch,8053,jack89@xtra.co.nz,jack89@xtra.co.nz,0224057926; 033046600,Active,1996-08-28,true,Low,false,3,148228.56,507106.74,Credit Card; Home Loan; Insurance; Savings; Term Deposit,true,true,2,H:HB-10914,H:HB-10914,H:HB-10914; T:00400875,
H:HB-10923,PERSON,Arjun Ann Fitzgerald,Arjun,Ann,Fitzgerald,,,,1973-01-12,M,124601755,,17 Marine Avenue,Chartwell,Hamilton,3210,,,0228192189; 073094200,Active,1994-03-29,true,Medium,true,5,10572.85,0.00,Insurance; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10923,H:HB-10923,H:HB-10923; T:00400877,
H:HB-10929,PERSON,Wiremu White,Wiremu,,White,,,,1953-03-07,M,124254116,,124 Harbour Avenue,Roslyn,Dunedin,9010,wiremu.white@outlook.com,wiremu.white@outlook.com,0227937674,Active,2005-10-09,true,Medium,false,5,36019.88,0.00,Everyday; Insurance; Personal Loan; Savings; Term Deposit,true,true,3,H:HB-10929,H:HB-10929,H:HB-10929; H:HB-11371; T:00400891,
H:HB-10935,PERSON,Zoe Young,Zoe,,Young,,,,1967-04-06,F,116693619,,79 Ranui Street,Mount Maunganui,Tauranga,3116,zoe.young@outlook.com,zoe.young@outlook.com; zoe39@hotmail.com,0272347463; 077328909,Active,2024-02-13,true,High,false,6,15690.66,0.00,Credit Card; Insurance; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10935,H:HB-10935,H:HB-10935; T:00400917,
H:HB-10939,PERSON,Sarah Kahu Te Rangi,Sarah,Kahu,Te Rangi,,,,1967-01-15,F,126165924,,116 Albert Drive,Ponsonby,Auckland,1011,sarah.terangi@xtra.co.nz,sarah.terangi@xtra.co.nz; sarah76@hotmail.com,0293624840; 095177049,Active,2007-06-11,true,High,false,3,5024.26,0.00,Credit Card; Personal Loan; Term Deposit,true,true,2,H:HB-10939,H:HB-10939,H:HB-10939; T:00400942,
H:HB-10942,PERSON,Losa Williams,Losa,,Williams,,,,1984-07-22,F,130694216,,"Unit 10, 35 Matai Place",Sumner,Christchurch,8081,losa.williams@outlook.com,losa.williams@outlook.com; losa22@gmail.com,0295040470,Active,2005-02-26,true,High,false,7,166598.78,381809.24,Credit Card; Everyday; Home Loan; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10942,H:HB-10942,H:HB-10942; T:00400948,
H:HB-10947,PERSON,Arjun Fitzgerald,Arjun,,Fitzgerald,,,,1969-09-14,M,134120186,,202 Great North Drive,St Clair,Dunedin,9012,arjun.fitzgerald@outlook.com,arjun.fitzgerald@outlook.com; arjun99@gmail.com,0272853699; 032429680,Active,2004-02-20,true,Medium,false,6,99485.32,822043.71,Everyday; Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10947,H:HB-10947,H:HB-10947; T:00400967,
H:HB-10956,PERSON,Benjamin Michael Taylor,Benjamin,Michael,Taylor,,,,1958-12-30,M,138029574,,202 Kauri Terrace,Mount Eden,Auckland,1024,benjamin.taylor@xtra.co.nz,benjamin.taylor@xtra.co.nz,0293633132,Deceased,2007-06-05,true,Medium,false,5,26715.10,0.00,Everyday; KiwiSaver; Savings; Term Deposit,true,true,2,H:HB-10956,H:HB-10956,H:HB-10956; T:00400987,
H:HB-10964,PERSON,William Marie Hughes,William,Marie,Hughes,,,W Hughes,1984-02-19,M,129486543,,84 Queen Crescent,Halswell,Christchurch,8025,william.hughes@gmail.com,william.hughes@gmail.com; william57@gmail.com,0297131318; 037554702,Active,1995-10-30,true,Medium,false,5,6046.22,0.00,Savings; Term Deposit,true,true,2,H:HB-10964,H:HB-10964,H:HB-10964; T:00400998,
H:HB-10973,PERSON,Zoe Kahu Tipene,Zoe,Kahu,Tipene,,,,1984-09-04,F,127165264,,44 Matai Street,Mount Eden,Auckland,1024,zoe.tipene@xtra.co.nz,zoe.tipene@xtra.co.nz; zoe91@xtra.co.nz,0218166938; 0275367785,Active,2008-02-27,true,Low,false,2,87688.77,0.00,Credit Card; Everyday; Personal Loan; Savings,true,true,2,H:HB-10973,H:HB-10973,H:HB-10973; T:00401023,
H:HB-10981,PERSON,Xin Wang,Xin,,Wang,,,,1971-05-21,F,129643391,,"Unit 1, 103 Pohutukawa Avenue",Newtown,Wellington,6021,xin.wang@xtra.co.nz,xin.wang@xtra.co.nz; xin35@gmail.com,0225817455; 0296081876,Active,2000-02-19,true,Medium,false,8,42030.77,556030.61,Everyday; Home Loan; KiwiSaver; Personal Loan; Term Deposit,true,true,2,H:HB-10981,H:HB-10981,H:HB-10981; T:00401029,
H:HB-10982,PERSON,Rawiri Wang,Rawiri,,Wang,,,,1959-05-13,M,,,167 Rata Crescent,Roslyn,Dunedin,9010,rawiri.wang@xtra.co.nz,rawiri.wang@xtra.co.nz,0273708001; 0279678764,Active,1997-06-16,true,Low,false,5,29245.75,12000.00,Credit Card; Everyday; Insurance; KiwiSaver; Personal Loan; Savings,true,true,2,H:HB-10982,H:HB-10982,H:HB-10982; T:00401033,
H:HB-10991,PERSON,Anthony James Mitchell,Anthony,James,Mitchell,,,,1985-06-25,M,102062527,,214 Albert Drive,Mornington,Dunedin,9011,anthony.mitchell@gmail.com,anthony.mitchell@gmail.com; anthony45@gmail.com,0222846903,Active,2011-12-05,true,Low,false,7,26220.64,0.00,Everyday; Personal Loan,true,true,2,H:HB-10991,H:HB-10991,H:HB-10991; T:00401043,
H:HB-10996,PERSON,Charlotte Louise Tuhiwai,Charlotte,Louise,Tuhiwai,,,,1979-04-03,F,117745489,,"Unit 3, 87 Hill Crescent",Chartwell,Hamilton,3210,charlotte.tuhiwai@outlook.com,charlotte.tuhiwai@outlook.com; charlotte18@xtra.co.nz,0217068019,Active,2001-04-14,true,Medium,false,3,72273.51,830290.52,Everyday; Home Loan; KiwiSaver; Term Deposit,true,true,2,H:HB-10996,H:HB-10996,H:HB-10996; T:00401071,
H:HB-10997,PERSON,Mohammed Zhang,Mohammed,,Zhang,,,,1970-04-08,M,114900615,,217 Ranui Crescent,Mount Maunganui,Tauranga,3116,mohammed.zhang@outlook.com,mohammed.zhang@outlook.com; mohammed70@xtra.co.nz,0226009898; 073542053,Active,1989-01-24,true,High,false,2,34224.93,144092.64,Credit Card; Home Loan; Insurance; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-10997,H:HB-10997,H:HB-10997; T:00401087,
H:HB-10998,PERSON,Wei Kim,Wei,,Kim,,,,1982-05-03,M,107224505,,128 Clyde Road,Riccarton,Christchurch,8011,wei.kim@gmail.com,wei.kim@gmail.com; wei66@xtra.co.nz,0213654587; 0295413940; 037127977,Active,1997-10-25,true,Medium,false,6,21785.25,3500.00,Credit Card; Everyday; KiwiSaver; Term Deposit,true,true,2,H:HB-10998,H:HB-10998,H:HB-10998; T:00401105,
H:HB-11007,PERSON,Priya Rose Johansson,Priya,Rose,Johansson,,,,1991-12-09,F,133939968,,133 Victoria Road,St Clair,Dunedin,9012,,,0292719438,Active,2015-10-13,true,Low,false,7,86363.45,487235.03,Credit Card; Everyday; Home Loan; Insurance; Term Deposit,true,true,2,H:HB-11007,H:HB-11007,H:HB-11007; T:00401135,
H:HB-11013,PERSON,Helen Robinson,Helen,,Robinson,,,,1963-01-31,F,104519751,,11 Church Street,Halswell,Christchurch,8025,helen.robinson@outlook.com,helen.robinson@outlook.com,0224508887,Active,2011-11-06,false,Medium,false,2,68714.37,860392.18,Credit Card; Home Loan; KiwiSaver; Personal Loan; Savings; Term Deposit,true,true,2,H:HB-11013,T:00401152,H:HB-11013; T:00401152,
